"search_key","document_id","source_type","source_id","warning_light_id","warning_light_name","make","model","model_year","component_category","severity","recommended_service_type","content","source_url","image_path","review_status"
image-IMG0189,image:IMG0189,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0189,WL032,Battery/alternator warning,,,,ELECTRICAL_CHARGING,URGENT_OR_IMMEDIATE_STOP,BATTERY_CHARGING_SYSTEM_TEST,Warning-light image metadata IMG0189. Warning light: WL032 Battery/alternator warning. Class folder: WL032_Battery_alternator_warning. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL032_Battery_alternator_warning/standard64_crop_WL032.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0190,image:IMG0190,UPLOADED_DATASET_ZIP,IMG0190,WL032,Battery/alternator warning,,,,ELECTRICAL_CHARGING,URGENT_OR_IMMEDIATE_STOP,BATTERY_CHARGING_SYSTEM_TEST,Warning-light image metadata IMG0190. Warning light: WL032 Battery/alternator warning. Class folder: WL032_Battery_alternator_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL032_Battery_alternator_warning/uploaded_zip_32_32_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0191,image:IMG0191,UPLOADED_DATASET_ZIP,IMG0191,WL032,Battery/alternator warning,,,,ELECTRICAL_CHARGING,URGENT_OR_IMMEDIATE_STOP,BATTERY_CHARGING_SYSTEM_TEST,Warning-light image metadata IMG0191. Warning light: WL032 Battery/alternator warning. Class folder: WL032_Battery_alternator_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL032_Battery_alternator_warning/uploaded_zip_32_32_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0192,image:IMG0192,UPLOADED_DATASET_ZIP,IMG0192,WL032,Battery/alternator warning,,,,ELECTRICAL_CHARGING,URGENT_OR_IMMEDIATE_STOP,BATTERY_CHARGING_SYSTEM_TEST,Warning-light image metadata IMG0192. Warning light: WL032 Battery/alternator warning. Class folder: WL032_Battery_alternator_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL032_Battery_alternator_warning/uploaded_zip_32_32_3.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0193,image:IMG0193,UPLOADED_DATASET_ZIP,IMG0193,WL032,Battery/alternator warning,,,,ELECTRICAL_CHARGING,URGENT_OR_IMMEDIATE_STOP,BATTERY_CHARGING_SYSTEM_TEST,Warning-light image metadata IMG0193. Warning light: WL032 Battery/alternator warning. Class folder: WL032_Battery_alternator_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL032_Battery_alternator_warning/uploaded_zip_32_32_4.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0194,image:IMG0194,UPLOADED_DATASET_ZIP,IMG0194,WL032,Battery/alternator warning,,,,ELECTRICAL_CHARGING,URGENT_OR_IMMEDIATE_STOP,BATTERY_CHARGING_SYSTEM_TEST,Warning-light image metadata IMG0194. Warning light: WL032 Battery/alternator warning. Class folder: WL032_Battery_alternator_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL032_Battery_alternator_warning/uploaded_zip_32_32_5.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0195,image:IMG0195,UPLOADED_DATASET_ZIP,IMG0195,WL032,Battery/alternator warning,,,,ELECTRICAL_CHARGING,URGENT_OR_IMMEDIATE_STOP,BATTERY_CHARGING_SYSTEM_TEST,Warning-light image metadata IMG0195. Warning light: WL032 Battery/alternator warning. Class folder: WL032_Battery_alternator_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL032_Battery_alternator_warning/uploaded_zip_32_32_6.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0196,image:IMG0196,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0196,WL033,Parking assist,,,,PARKING_ASSIST_CAMERA,SERVICE_SOON,PARKING_ASSIST_SENSOR_CHECK,Warning-light image metadata IMG0196. Warning light: WL033 Parking assist. Class folder: WL033_Parking_assist. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL033_Parking_assist/standard64_crop_WL033.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0197,image:IMG0197,UPLOADED_DATASET_ZIP,IMG0197,WL033,Parking assist,,,,PARKING_ASSIST_CAMERA,SERVICE_SOON,PARKING_ASSIST_SENSOR_CHECK,Warning-light image metadata IMG0197. Warning light: WL033 Parking assist. Class folder: WL033_Parking_assist. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL033_Parking_assist/uploaded_zip_33_re_33_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0198,image:IMG0198,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0198,WL034,Service required,,,,SCHEDULED_MAINTENANCE,INFORMATIONAL,SCHEDULED_MAINTENANCE,Warning-light image metadata IMG0198. Warning light: WL034 Service required. Class folder: WL034_Service_required. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL034_Service_required/standard64_crop_WL034.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0199,image:IMG0199,UPLOADED_DATASET_ZIP,IMG0199,WL034,Service required,,,,SCHEDULED_MAINTENANCE,INFORMATIONAL,SCHEDULED_MAINTENANCE,Warning-light image metadata IMG0199. Warning light: WL034 Service required. Class folder: WL034_Service_required. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL034_Service_required/uploaded_zip_34_re_34_1.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0200,image:IMG0200,UPLOADED_DATASET_ZIP,IMG0200,WL034,Service required,,,,SCHEDULED_MAINTENANCE,INFORMATIONAL,SCHEDULED_MAINTENANCE,Warning-light image metadata IMG0200. Warning light: WL034 Service required. Class folder: WL034_Service_required. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL034_Service_required/uploaded_zip_34_re_34_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0201,image:IMG0201,UPLOADED_DATASET_ZIP,IMG0201,WL034,Service required,,,,SCHEDULED_MAINTENANCE,INFORMATIONAL,SCHEDULED_MAINTENANCE,Warning-light image metadata IMG0201. Warning light: WL034 Service required. Class folder: WL034_Service_required. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL034_Service_required/uploaded_zip_34_re_34_3.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0202,image:IMG0202,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0202,WL035,Adaptive lighting,,,,EXTERIOR_LIGHTING,SERVICE_SOON,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0202. Warning light: WL035 Adaptive lighting. Class folder: WL035_Adaptive_lighting. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL035_Adaptive_lighting/standard64_crop_WL035.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0203,image:IMG0203,UPLOADED_DATASET_ZIP,IMG0203,WL035,Adaptive lighting,,,,EXTERIOR_LIGHTING,SERVICE_SOON,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0203. Warning light: WL035 Adaptive lighting. Class folder: WL035_Adaptive_lighting. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL035_Adaptive_lighting/uploaded_zip_35_re_35_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0204,image:IMG0204,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0204,WL036,Headlight range control,,,,EXTERIOR_LIGHTING,SERVICE_SOON,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0204. Warning light: WL036 Headlight range control. Class folder: WL036_Headlight_range_control. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL036_Headlight_range_control/standard64_crop_WL036.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0205,image:IMG0205,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0205,WL037,Rear spoiler warning,,,,BODY_ROOF_SPOILER,SERVICE_SOON,BODY_ROOF_SPOILER_INSPECTION,Warning-light image metadata IMG0205. Warning light: WL037 Rear spoiler warning. Class folder: WL037_Rear_spoiler_warning. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL037_Rear_spoiler_warning/standard64_crop_WL037.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0206,image:IMG0206,UPLOADED_DATASET_ZIP,IMG0206,WL037,Rear spoiler warning,,,,BODY_ROOF_SPOILER,SERVICE_SOON,BODY_ROOF_SPOILER_INSPECTION,Warning-light image metadata IMG0206. Warning light: WL037 Rear spoiler warning. Class folder: WL037_Rear_spoiler_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL037_Rear_spoiler_warning/uploaded_zip_37_re_37_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0207,image:IMG0207,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0207,WL038,Convertible roof warning,,,,BODY_ROOF_SPOILER,SERVICE_SOON,BODY_ROOF_SPOILER_INSPECTION,Warning-light image metadata IMG0207. Warning light: WL038 Convertible roof warning. Class folder: WL038_Convertible_roof_warning. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL038_Convertible_roof_warning/standard64_crop_WL038.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0208,image:IMG0208,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0208,WL039,Airbag warning,,,,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,Warning-light image metadata IMG0208. Warning light: WL039 Airbag warning. Class folder: WL039_Airbag_warning. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL039_Airbag_warning/hyundai_3-airbag-blue.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0209,image:IMG0209,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0209,WL039,Airbag warning,,,,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,Warning-light image metadata IMG0209. Warning light: WL039 Airbag warning. Class folder: WL039_Airbag_warning. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL039_Airbag_warning/hyundai_airbag.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0210,image:IMG0210,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0210,WL039,Airbag warning,,,,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,Warning-light image metadata IMG0210. Warning light: WL039 Airbag warning. Class folder: WL039_Airbag_warning. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL039_Airbag_warning/hyundai_icon-airbag-blurb.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0211,image:IMG0211,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0211,WL039,Airbag warning,,,,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,Warning-light image metadata IMG0211. Warning light: WL039 Airbag warning. Class folder: WL039_Airbag_warning. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL039_Airbag_warning/standard64_crop_WL039.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0212,image:IMG0212,UPLOADED_DATASET_ZIP,IMG0212,WL039,Airbag warning,,,,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,Warning-light image metadata IMG0212. Warning light: WL039 Airbag warning. Class folder: WL039_Airbag_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL039_Airbag_warning/uploaded_zip_39_39_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0213,image:IMG0213,UPLOADED_DATASET_ZIP,IMG0213,WL039,Airbag warning,,,,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,Warning-light image metadata IMG0213. Warning light: WL039 Airbag warning. Class folder: WL039_Airbag_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL039_Airbag_warning/uploaded_zip_39_39_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0214,image:IMG0214,UPLOADED_DATASET_ZIP,IMG0214,WL039,Airbag warning,,,,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,Warning-light image metadata IMG0214. Warning light: WL039 Airbag warning. Class folder: WL039_Airbag_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL039_Airbag_warning/uploaded_zip_39_39_3.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0215,image:IMG0215,UPLOADED_DATASET_ZIP,IMG0215,WL039,Airbag warning,,,,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,Warning-light image metadata IMG0215. Warning light: WL039 Airbag warning. Class folder: WL039_Airbag_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL039_Airbag_warning/uploaded_zip_39_39_4.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0216,image:IMG0216,UPLOADED_DATASET_ZIP,IMG0216,WL039,Airbag warning,,,,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,Warning-light image metadata IMG0216. Warning light: WL039 Airbag warning. Class folder: WL039_Airbag_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL039_Airbag_warning/uploaded_zip_39_39_5.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0217,image:IMG0217,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0217,WL040,Handbrakes warning,,,,BRAKE_SYSTEM,URGENT_OR_IMMEDIATE_STOP,BRAKE_SYSTEM_INSPECTION,Warning-light image metadata IMG0217. Warning light: WL040 Handbrakes warning. Class folder: WL040_Handbrakes_warning. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL040_Handbrakes_warning/hyundai_3-ebd-system-blue.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0218,image:IMG0218,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0218,WL040,Handbrakes warning,,,,BRAKE_SYSTEM,URGENT_OR_IMMEDIATE_STOP,BRAKE_SYSTEM_INSPECTION,Warning-light image metadata IMG0218. Warning light: WL040 Handbrakes warning. Class folder: WL040_Handbrakes_warning. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL040_Handbrakes_warning/hyundai_ebd-system.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0219,image:IMG0219,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0219,WL040,Handbrakes warning,,,,BRAKE_SYSTEM,URGENT_OR_IMMEDIATE_STOP,BRAKE_SYSTEM_INSPECTION,Warning-light image metadata IMG0219. Warning light: WL040 Handbrakes warning. Class folder: WL040_Handbrakes_warning. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL040_Handbrakes_warning/standard64_crop_WL040.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0220,image:IMG0220,UPLOADED_DATASET_ZIP,IMG0220,WL040,Handbrakes warning,,,,BRAKE_SYSTEM,URGENT_OR_IMMEDIATE_STOP,BRAKE_SYSTEM_INSPECTION,Warning-light image metadata IMG0220. Warning light: WL040 Handbrakes warning. Class folder: WL040_Handbrakes_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL040_Handbrakes_warning/uploaded_zip_40_31_40_1.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0221,image:IMG0221,UPLOADED_DATASET_ZIP,IMG0221,WL040,Handbrakes warning,,,,BRAKE_SYSTEM,URGENT_OR_IMMEDIATE_STOP,BRAKE_SYSTEM_INSPECTION,Warning-light image metadata IMG0221. Warning light: WL040 Handbrakes warning. Class folder: WL040_Handbrakes_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL040_Handbrakes_warning/uploaded_zip_40_31_40_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0222,image:IMG0222,UPLOADED_DATASET_ZIP,IMG0222,WL040,Handbrakes warning,,,,BRAKE_SYSTEM,URGENT_OR_IMMEDIATE_STOP,BRAKE_SYSTEM_INSPECTION,Warning-light image metadata IMG0222. Warning light: WL040 Handbrakes warning. Class folder: WL040_Handbrakes_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL040_Handbrakes_warning/uploaded_zip_40_31_40_3.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0223,image:IMG0223,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0223,WL041,Water in the filter,,,,FUEL_FILTER_DIESEL,SERVICE_SOON,FUEL_FILTER_SERVICE,Warning-light image metadata IMG0223. Warning light: WL041 Water in the filter. Class folder: WL041_Water_in_the_filter. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL041_Water_in_the_filter/standard64_crop_WL041.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0224,image:IMG0224,UPLOADED_DATASET_ZIP,IMG0224,WL041,Water in the filter,,,,FUEL_FILTER_DIESEL,SERVICE_SOON,FUEL_FILTER_SERVICE,Warning-light image metadata IMG0224. Warning light: WL041 Water in the filter. Class folder: WL041_Water_in_the_filter. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL041_Water_in_the_filter/uploaded_zip_41_41_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0225,image:IMG0225,UPLOADED_DATASET_ZIP,IMG0225,WL041,Water in the filter,,,,FUEL_FILTER_DIESEL,SERVICE_SOON,FUEL_FILTER_SERVICE,Warning-light image metadata IMG0225. Warning light: WL041 Water in the filter. Class folder: WL041_Water_in_the_filter. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL041_Water_in_the_filter/uploaded_zip_41_41_2.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0226,image:IMG0226,UPLOADED_DATASET_ZIP,IMG0226,WL041,Water in the filter,,,,FUEL_FILTER_DIESEL,SERVICE_SOON,FUEL_FILTER_SERVICE,Warning-light image metadata IMG0226. Warning light: WL041 Water in the filter. Class folder: WL041_Water_in_the_filter. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL041_Water_in_the_filter/uploaded_zip_41_41_3.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0227,image:IMG0227,UPLOADED_DATASET_ZIP,IMG0227,WL041,Water in the filter,,,,FUEL_FILTER_DIESEL,SERVICE_SOON,FUEL_FILTER_SERVICE,Warning-light image metadata IMG0227. Warning light: WL041 Water in the filter. Class folder: WL041_Water_in_the_filter. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL041_Water_in_the_filter/uploaded_zip_41_41_4.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
